Age,Gender,Education Level,Job Title,Years of Experience,Salary
40.0,Male,PhD,Director of HR,13.0,>100K
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Senior Human Resources Manager,12.0,>100K
28.0,Male,Master's Degree,Web Developer,3.0,<=100K
32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
45.0,Male,Master's Degree,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Web Developer,3.0,<=100K
38.0,Male,PhD,Senior Human Resources Manager,11.0,>100K
27.0,Female,Master's Degree,Senior HR Generalist,4.0,<=100K
33.0,Male,High School,Junior HR Coordinator,3.0,<=100K
42.0,Female,Master's Degree,Director of HR,13.0,>100K
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Generalist,1.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,12.0,>100K
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,9.0,<=100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,14.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,3.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,13.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
24.0,Female,Bachelor's Degree,Web Developer,1.0,<=100K
39.0,Male,Master's Degree,Senior HR Generalist,10.0,>100K
31.0,Male,High School,Junior HR Generalist,2.0,<=100K
44.0,Female,PhD,Director of HR,13.0,>100K
28.0,Male,Bachelor's Degree,Web Developer,4.0,<=100K
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,<=100K
45.0,Male,PhD,Director of HR,14.0,>100K
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,<=100K
38.0,Male,Master's Degree,Senior HR Generalist,8.0,<=100K
27.0,Female,High School,Junior HR Generalist,1.0,<=100K
33.0,Male,Bachelor's Degree,Web Developer,5.0,<=100K
42.0,Female,Master's Degree,Director of HR,12.0,>100K
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,<=100K
36.0,Female,Master's Degree,Web Developer,7.0,<=100K
30.0,Male,High School,Junior HR Coordinator,2.0,<=100K
43.0,Female,PhD,Senior Human Resources Manager,15.0,>100K
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,<=100K
25.0,Female,Master's Degree,Junior HR Generalist,1.0,<=100K
37.0,Male,PhD,Director of HR,11.0,>100K
28.0,Male,Bachelor's Degree,Software Engineer,3.0,<=100K
37.0,Female,Master's Degree,Marketing Manager,9.0,<=100K
43.0,Male,PhD,Data Scientist,15.0,>100K
31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,<=100K
24.0,Male,High School,Junior Sales Associate,1.0,<=100K
29.0,Female,Master's Degree,Software Developer,5.0,<=100K
35.0,Male,Bachelor's Degree,Operations Manager,8.0,<=100K
26.0,Female,Master's Degree,Marketing Coordinator,2.0,<=100K
42.0,Male,PhD,Data Scientist,12.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
30.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
36.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
31.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,13.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
28.0,Male,High School,Junior Sales Associate,2.0,<=100K
39.0,Female,Master's Degree,Marketing Manager,10.0,>100K
31.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
45.0,Male,PhD,Data Scientist,18.0,>100K
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
40.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
33.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
29.0,Female,High School,Junior Sales Associate,1.0,<=100K
44.0,Male,PhD,Data Scientist,16.0,>100K
26.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
27.0,Male,Bachelor's Degree,Software Engineer,3.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,9.0,<=100K
44.0,Male,PhD,Data Scientist,15.0,>100K
30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,<=100K
23.0,Male,High School,Junior Sales Associate,1.0,<=100K
28.0,Female,Master's Degree,Software Developer,5.0,<=100K
34.0,Male,Bachelor's Degree,Operations Manager,8.0,<=100K
25.0,Female,Master's Degree,Marketing Coordinator,2.0,<=100K
41.0,Male,PhD,Data Scientist,12.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
26.0,Male,High School,Junior Sales Associate,2.0,<=100K
37.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
35.0,Female,Master's Degree,Marketing Coordinator,8.0,<=100K
30.0,Male,Bachelor's Degree,Operations Manager,5.0,<=100K
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,<=100K
41.0,Male,PhD,Data Scientist,13.0,>100K
33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
27.0,Male,High School,Junior Sales Associate,2.0,<=100K
38.0,Female,Master's Degree,Marketing Manager,10.0,>100K
29.0,Male,Bachelor's Degree,Software Engineer,4.0,<=100K
46.0,Male,PhD,Data Scientist,18.0,>100K
26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,<=100K
39.0,Female,Master's Degree,Human Resources Manager,11.0,>100K
32.0,Male,Bachelor's Degree,Operations Manager,6.0,<=100K
28.0,Female,High School,Junior Sales Associate,1.0,<=100K
43.0,Male,PhD,Data Scientist,16.0,>100K
27.0,Male,Bachelor's Degree,Software Developer,3.0,<=100K
24.0,Male,Bachelor's Degree,Software Engineer,2.0,<=100K
32.0,Female,Master's Degree,Marketing Manager,7.0,<=100K
45.0,Male,PhD,Data Scientist,16.0,>100K
28.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,<=100K
22.0,Male,High School,Junior Sales Associate,1.0,<=100K
29.0,Female,Master's Degree,Software Developer,5.0,<=100K
36.0,Male,Bachelor's Degree,Operations Manager,8.0,<=100K
27.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,<=100K
42.0,Male,PhD,Data Scientist,14.0,>100K
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,<=100K
25.0,Male,High School,Junior Sales Associate,2.0,<=100K
